Date,flow_in_gpm,flow_bypass_gpm,flow_treated_daily_avg_gpm,flow_in_cumu,flow_bypass_cumu,flow_treated_cumu
2022-02-27,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-05,1.9720669171621161,0.0,1.9720669171621161,1.9720669171621161,0.0,1.9720669171621161
2022-03-06,0.9548530009417378,0.0,0.9548530009417378,2.926919918103854,0.0,2.926919918103854
2022-03-07,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-08,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-09,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-10,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-11,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-12,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-13,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-14,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-15,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-16,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-17,0.0,0.0,0.0,2.926919918103854,0.0,2.926919918103854
2022-03-18,8.38852186974959,1.4080464614611437,6.980475408288448,11.315441787853445,1.4080464614611437,9.907395326392301
2022-03-19,12.062037071359685,0.7378192813150196,11.324217790044665,23.377478859213127,2.1458657427761634,21.231613116436968
2022-03-20,7.523952722513292,0.0,7.523952722513292,30.90143158172642,2.1458657427761634,28.75556583895026
2022-03-21,6.186316187688998,0.0,6.186316187688998,37.087747769415415,2.1458657427761634,34.94188202663926
2022-03-22,10.615981075731579,3.679950543256591,6.936030532474988,47.703728845147,5.8258162860327545,41.87791255911425
2022-03-23,18.912735459489284,8.99327287775676,9.919462581732523,66.61646430463628,14.819089163789515,51.797375140846775
2022-03-24,12.525690200633266,3.5886488755559536,8.937041325077313,79.14215450526954,18.407738039345467,60.734416465924085
2022-03-25,10.00169112060747,1.39946298793018,8.60222813267729,89.14384562587702,19.807201027275646,69.33664459860137
2022-03-26,7.551171346814148,0.10831792775580101,7.4428534190583475,96.69501697269116,19.915518955031448,76.77949801765972
2022-03-27,5.710153367167696,0.0,5.710153367167696,102.40517033985886,19.915518955031448,82.48965138482741
2022-03-28,4.916478166741743,0.0,4.916478166741743,107.3216485066006,19.915518955031448,87.40612955156915
2022-03-29,5.077261365332594,0.0,5.077261365332594,112.39890987193318,19.915518955031448,92.48339091690174
2022-03-30,5.161983033422783,0.00020617394280900205,5.161776859479974,117.56089290535597,19.91572512897426,97.64516777638171
2022-03-31,5.0515108898760825,0.0,5.0515108898760825,122.61240379523205,19.91572512897426,102.6966786662578
2022-04-01,5.366157672685765,0.0,5.366157672685765,127.97856146791781,19.91572512897426,108.06283633894355
2022-04-02,7.021177093384146,0.8745939874898672,6.146583105894279,134.99973856130197,20.790319116464126,114.20941944483783
2022-04-03,7.998164229206119,1.3408536625822316,6.657310566623888,142.99790279050808,22.131172779046356,120.86673001146173
2022-04-04,6.723844915453025,0.39200328831857423,6.331841627134451,149.7217477059611,22.52317606736493,127.19857163859618
2022-04-05,6.443889057848477,0.2692673698552804,6.174621687993196,156.16563676380957,22.79244343722021,133.3731933265894
2022-04-06,4.96900099810196,0.0,4.96900099810196,161.13463776191153,22.79244343722021,138.34219432469135
2022-04-07,3.9579425243635566,0.0,3.9579425243635566,165.09258028627508,22.79244343722021,142.3001368490549
2022-04-08,2.9904191638331867,0.0,2.9904191638331867,168.08299945010828,22.79244343722021,145.2905560128881
2022-04-09,2.4343350727987416,0.0,2.4343350727987416,170.51733452290702,22.79244343722021,147.72489108568683
2022-04-10,2.7775173455253754,0.0,2.7775173455253754,173.2948518684324,22.79244343722021,150.50240843121222
2022-04-11,1.5319015291812628,0.0,1.5319015291812628,174.82675339761366,22.79244343722021,152.03430996039347
2022-04-12,2.1853256633329,0.0,2.1853256633329,177.01207906094655,22.79244343722021,154.21963562372636
2022-04-13,5.343779595838311,0.04623581229922851,5.297543783539083,182.35585865678485,22.83867924951944,159.51717940726544
2022-04-14,6.649712785364824,0.051222593518036263,6.598490191846788,189.00557144214966,22.889901843037478,166.11566959911224
2022-04-15,5.005350761207671,0.0,5.005350761207671,194.01092220335732,22.889901843037478,171.1210203603199
2022-04-16,3.7229437211410343,0.0,3.7229437211410343,197.73386592449836,22.889901843037478,174.84396408146094
2022-04-17,3.2629581540346932,0.0,3.2629581540346932,200.99682407853305,22.889901843037478,178.10692223549563
2022-04-18,2.745228870353316,0.0,2.745228870353316,203.74205294888637,22.889901843037478,180.85215110584895
2022-04-19,2.4489655171112497,0.0,2.4489655171112497,206.19101846599762,22.889901843037478,183.3011166229602
2022-04-20,2.7657873312638,0.0,2.7657873312638,208.9568057972614,22.889901843037478,186.066903954224
2022-04-21,3.6183063400139743,0.0,3.6183063400139743,212.5751121372754,22.889901843037478,189.68521029423798
2022-04-22,293.0556943595937,227.4851401529961,65.74970702503094,505.6308064968691,250.3750419960336,255.43491731926892
2022-04-23,200.1155719085032,133.47209099846577,67.08123022488743,705.7463784053723,383.84713299449936,322.51614754415635
2022-04-24,59.86538420609813,64.24588246869695,0.0,765.6117626114705,448.0930154631963,322.51614754415635
2022-04-25,37.37118570152054,36.665078850012065,0.8218109349024885,802.982948312991,484.7580943132084,323.33795847905884
2022-04-26,29.21055372872904,25.845160501763417,3.3653932269656273,832.19350204172,510.6032548149718,326.7033517060245
2022-04-27,26.747196966972336,20.70147024960868,6.045726717363653,858.9406990086923,531.3047250645805,332.74907842338814
2022-04-28,23.863524489081072,16.572058480165165,7.291466008915909,882.8042234977734,547.8767835447456,340.04054443230405
2022-04-29,21.76756275508571,15.450515500611013,6.317047254474697,904.571786252859,563.3272990453567,346.35759168677873
2022-04-30,23.475027260500678,18.295828002828205,5.179199257672472,928.0468135133598,581.6231270481849,351.5367909444512
2022-05-01,22.53267769981194,15.669002941978292,6.863674757833647,950.5794912131718,597.2921299901632,358.4004657022848
2022-05-02,20.495389585386388,13.405117760040381,7.090271825346008,971.0748807985582,610.6972477502036,365.4907375276308
2022-05-03,40.171785513712486,47.722891694832605,0.22883166440848468,1011.2466663122707,658.4201394450362,365.7195691920393
2022-05-04,33.45643470562991,31.65120549288135,1.8535988280974978,1044.7031010179005,690.0713449379175,367.5731680201368
2022-05-05,27.876791313160066,23.672202856743244,4.204588456416819,1072.5798923310606,713.7435477946608,371.77775647655363
2022-05-06,24.47430590140721,18.672931314953743,5.80137458645347,1097.0541982324678,732.4164791096146,377.5791310630071
2022-05-07,21.499000764450944,14.441811204310094,7.057189560140849,1118.5531989969188,746.8582903139246,384.6363206231479
2022-05-08,95.88808038298464,135.801340552813,3.247758576797404,1214.4412793799033,882.6596308667376,387.88407919994535
2022-05-09,82.59595350403445,106.09992794480605,0.0,1297.0372328839378,988.7595588115437,387.88407919994535
2022-05-10,44.34002399557812,52.62387729650499,0.0,1341.377256879516,1041.3834361080487,387.88407919994535
2022-05-11,33.35119545057482,34.73519508617231,0.06184083966279245,1374.7284523300907,1076.118631194221,387.94592003960815
2022-05-12,27.251383354375037,25.247609430262184,2.0037739241128523,1401.9798356844658,1101.3662406244832,389.949693963721
2022-05-13,23.129728417477583,18.82726889373488,4.302459523742704,1425.1095641019433,1120.1935095182182,394.2521534874637
2022-05-14,19.935920522907782,14.59911559502988,5.336804927877901,1445.045484624851,1134.792625113248,399.5889584153416
2022-05-15,17.847171735625775,12.165477682029803,5.681694053595973,1462.8926563604768,1146.958102795278,405.27065246893756
2022-05-16,16.577550239133647,9.988402722628203,6.589147516505444,1479.4702065996105,1156.9465055179062,411.859799985443
2022-05-17,15.33546314452068,9.221808842893816,6.113654301626863,1494.8056697441311,1166.1683143608,417.97345428706984
2022-05-18,35.914920946141706,47.874209481727526,0.807555262993804,1530.7205906902727,1214.0425238425275,418.78100955006363
2022-05-19,30.017447485444908,31.346947754714265,0.36196188275018226,1560.7380381757177,1245.3894715972417,419.1429714328138
2022-05-20,24.580308080550925,22.71927725638027,1.8610308241706577,1585.3183462562686,1268.108748853622,421.00400225698445
2022-05-21,19.467101504337183,16.122211517823185,3.344889986513999,1604.7854477606058,1284.2309603714452,424.3488922434984
2022-05-22,16.845225593640873,12.999596534116336,3.8456290595245384,1621.6306733542467,1297.2305569055616,428.19452130302295
2022-05-23,15.718961830024867,11.13655777283803,4.582404057186836,1637.3496351842716,1308.3671146783995,432.7769253602098
2022-05-24,15.493852596319021,13.66842965258384,3.359284946988859,1652.8434877805907,1322.0355443309834,436.13621030719867
2022-05-25,31.187836172081507,39.05603232332669,0.0,1684.0313239526722,1361.09157665431,436.13621030719867
2022-05-26,40.74676146040552,51.1883872143104,0.0,1724.7780854130776,1412.2799638686204,436.13621030719867
2022-05-27,29.358890439810082,32.826614963370275,0.0,1754.1369758528876,1445.1065788319906,436.13621030719867
2022-05-28,24.97233541329822,25.418319414030734,0.5114414892586338,1779.1093112661858,1470.5248982460214,436.6476517964573
2022-05-29,23.44938285120598,23.807733951550272,0.5271562151303345,1802.5586941173917,1494.3326321975717,437.17480801158763
2022-05-30,22.222467179145767,19.61899521367739,2.603471965468378,1824.7811612965374,1513.951627411249,439.778279977056
2022-05-31,18.903222901406554,15.843741158844042,3.0594817425625114,1843.684384197944,1529.7953685700932,442.8377617196185
2022-06-01,17.077816999760326,13.199554254470364,3.878262745289962,1860.7622011977041,1542.9949228245634,446.7160244649085
2022-06-02,16.083530074742352,11.352469492162003,4.731060582580348,1876.8457312724465,1554.3473923167255,451.4470850474889
2022-06-03,14.84570619856886,9.467490416192975,5.378215782375883,1891.6914374710154,1563.8148827329185,456.8253008298648
2022-06-04,14.02901141746631,8.670011543745817,5.358999873720492,1905.7204488884818,1572.4848942766644,462.1843007035853
2022-06-05,34.33360063351108,39.58244803813235,4.1536291959259195,1940.054049521993,1612.0673423147966,466.3379298995112
2022-06-06,123.37565024593408,166.38295632192612,0.0,2063.429699767927,1778.4502986367227,466.3379298995112
2022-06-07,52.961589425514546,69.27798908603829,0.0,2116.3912891934415,1847.728287722761,466.3379298995112
2022-06-08,35.38836451231533,41.93031458852075,0.0,2151.779653705757,1889.6586023112818,466.3379298995112
2022-06-09,28.575084528252535,31.142899332426413,0.0,2180.3547382340093,1920.8015016437082,466.3379298995112
2022-06-10,26.330977206542713,29.702989980013882,0.0,2206.685715440552,1950.504491623722,466.3379298995112
2022-06-11,24.771966131474787,26.853012042384304,0.0,2231.457681572027,1977.3575036661064,466.3379298995112
2022-06-12,23.532269856659017,24.2700439475835,0.2475100383691394,2254.9899514286863,2001.6275476136898,466.5854399378803
2022-06-13,21.918975067365235,20.954571103267057,1.1389873112159885,2276.9089264960517,2022.5821187169568,467.7244272490963
2022-06-14,20.399919030084845,16.09071700731862,4.309202022766224,2297.3088455261363,2038.6728357242753,472.03362927186254
2022-06-15,53.97651311674525,72.06452159818562,0.4903260928353659,2351.2853586428814,2110.737357322461,472.5239553646979
2022-06-16,34.263873363702864,39.40149934217071,0.0,2385.549232006584,2150.1388566646315,472.5239553646979
2022-06-17,26.442403545675365,26.560079182059457,0.6668844826922716,2411.9916355522596,2176.698935846691,473.1908398473902
2022-06-18,22.541352555547558,20.192322553200945,2.3490300023466104,2434.5329881078073,2196.8912583998917,475.5398698497368
2022-06-19,19.52466883057342,15.479325590744788,4.045343239828635,2454.0576569383807,2212.3705839906365,479.58521308956546
2022-06-20,17.293523360410877,12.137283424543554,5.156239935867322,2471.3511802987914,2224.50786741518,484.7414530254328
2022-06-21,17.295003150406924,9.141324159699952,8.153678990706972,2488.6461834491984,2233.64919157488,492.89513201613977
2022-06-22,16.23818645473356,6.597104263843846,9.641082190889717,2504.884369903932,2240.246295838724,502.5362142070295
2022-06-23,14.569897649436356,5.016884982588294,9.553012666848062,2519.4542675533685,2245.2631808213123,512.0892268738776
2022-06-24,13.341331704022615,4.814863547458937,8.526468156563679,2532.795599257391,2250.0780443687713,520.6156950304412
2022-06-25,12.494903514173153,4.105065410645611,8.389838103527543,2545.290502771564,2254.183109779417,529.0055331339687
2022-06-26,10.580852393237349,1.6866948762233787,8.89415751701397,2555.8713551648016,2255.8698046556406,537.8996906509826
2022-06-27,9.084149594850564,0.5244001039842575,8.559749490866308,2564.9555047596523,2256.3942047596247,546.459440141849
2022-06-28,8.126857395663599,0.12379339097358166,8.003064004690017,2573.082362155316,2256.5179981505985,554.462504146539
2022-06-29,7.122814748613185,0.0,7.122814748613185,2580.205176903929,2256.5179981505985,561.5853188951522
2022-06-30,6.007521905753422,0.0,6.007521905753422,2586.2126988096825,2256.5179981505985,567.5928408009056
2022-07-01,4.987601715719595,0.0,4.987601715719595,2591.200300525402,2256.5179981505985,572.5804425166252
2022-07-02,4.113218061946303,0.0,4.113218061946303,2595.313518587348,2256.5179981505985,576.6936605785716
2022-07-03,3.2135910844474638,0.0,3.2135910844474638,2598.5271096717956,2256.5179981505985,579.907251663019
2022-07-04,17.423708896158,15.458843218156462,3.1245450744232817,2615.950818567954,2271.976841368755,583.0317967374423
2022-07-05,12.126729034661906,5.059649950879798,7.067079083782107,2628.0775476026156,2277.0364913196345,590.0988758212244
2022-07-06,8.646065720783328,2.0161106344368274,6.6299550863464995,2636.723613323399,2279.052601954071,596.7288309075709
2022-07-07,7.210197228219342,0.4855426675773216,6.72465456064202,2643.9338105516185,2279.5381446216484,603.4534854682129
2022-07-08,60.278815247790824,84.29630531869456,1.8658542935323779,2704.2126257994096,2363.834449940343,605.3193397617453
2022-07-09,31.244563970777964,34.34707917650249,0.8248289569890194,2735.4571897701876,2398.1815291168455,606.1441687187342
2022-07-10,19.872170911446286,15.695004549726496,4.177166361719789,2755.3293606816337,2413.876533666572,610.321335080454
2022-07-11,15.435635482917371,9.321108911775244,6.114526571142128,2770.764996164551,2423.1976425783473,616.4358616515962
2022-07-12,11.60446204125038,4.487172665874595,7.117289375375787,2782.3694582058015,2427.6848152442217,623.5531510269719
2022-07-13,9.035491489438472,1.7389532367890081,7.296538252649466,2791.40494969524,2429.4237684810105,630.8496892796214
2022-07-14,7.132687238523683,0.39421636110167,6.738470877422014,2798.5376369337637,2429.8179848421123,637.5881601570435
2022-07-15,5.804754275149375,0.003715782533360664,5.801038492616015,2804.342391208913,2429.8217006246455,643.3891986496595
2022-07-16,4.845862331314836,0.0,4.845862331314836,2809.188253540228,2429.8217006246455,648.2350609809744
2022-07-17,4.196440237492307,0.0,4.196440237492307,2813.3846937777203,2429.8217006246455,652.4315012184667
2022-07-18,3.284765076553225,0.0,3.284765076553225,2816.6694588542737,2429.8217006246455,655.7162662950199
2022-07-19,2.725536168945462,0.0,2.725536168945462,2819.394995023219,2429.8217006246455,658.4418024639654
2022-07-20,2.3716357936118477,0.0,2.3716357936118477,2821.766630816831,2429.8217006246455,660.8134382575772
2022-07-21,1.9605368204190803,0.0,1.9605368204190803,2823.72716763725,2429.8217006246455,662.7739750779963
2022-07-22,1.5435717966242208,0.0,1.5435717966242208,2825.2707394338745,2429.8217006246455,664.3175468746205
2022-07-23,1.264569103200985,0.0,1.264569103200985,2826.5353085370757,2429.8217006246455,665.5821159778214
2022-07-24,1.0583594574010107,0.0,1.0583594574010107,2827.5936679944766,2429.8217006246455,666.6404754352225
2022-07-25,0.7795122433832765,0.0,0.7795122433832765,2828.3731802378597,2429.8217006246455,667.4199876786057
2022-07-26,0.5821568373124741,0.0,0.5821568373124741,2828.9553370751723,2429.8217006246455,668.0021445159182
2022-07-27,0.4267614862315137,0.0,0.4267614862315137,2829.382098561404,2429.8217006246455,668.4289060021497
2022-07-28,0.3152826799966872,0.0,0.3152826799966872,2829.6973812414003,2429.8217006246455,668.7441886821464
2022-07-29,0.1669722316966886,0.0,0.1669722316966886,2829.864353473097,2429.8217006246455,668.9111609138431
2022-07-30,0.07923519013685118,0.0,0.07923519013685118,2829.9435886632336,2429.8217006246455,668.99039610398
2022-07-31,0.015126399522269874,0.0,0.015126399522269874,2829.958715062756,2429.8217006246455,669.0055225035022
2022-08-01,5.3623549814430005e-06,0.0,5.3623549814430005e-06,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-02,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-03,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-04,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-05,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-06,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-07,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-08,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-09,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-10,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-11,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-12,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-13,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-14,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-15,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-16,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-17,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-18,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-19,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-20,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-21,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-22,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-23,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-24,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-25,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-26,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-27,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-28,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-29,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-30,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-08-31,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-01,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-02,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-03,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-04,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-05,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-06,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-07,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-08,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-09,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-10,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-11,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-12,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-13,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-14,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-15,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-16,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-17,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-18,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-19,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-20,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-21,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-22,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-23,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-24,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-25,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-26,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-27,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-28,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-29,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-09-30,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-01,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-02,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-03,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-04,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-05,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-06,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-07,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-08,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-09,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-10,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-11,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-12,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-13,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-14,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-15,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-16,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-17,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-18,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-19,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-20,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-21,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-22,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-23,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-24,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
2022-10-25,0.0,0.0,0.0,2829.9587204251106,2429.8217006246455,669.0055278658572
